Date,Open,High,Low,Close,Volume,Currency
2018-02-14,841.38,922.38,840.82,919.67,993859,USD
2018-02-15,919.53,945.99,902.56,927.56,952234,USD
2018-02-16,927.34,945.68,907.33,937.5,662755,USD
2018-02-17,937.35,972.86,934.49,971.54,648322,USD
2018-02-18,971.57,980.27,903.28,913.1,869063,USD
2018-02-19,913.09,954.94,910.29,940.08,552220,USD
2018-02-20,940.04,959.41,877.65,884.51,788966,USD
2018-02-21,884.94,906.43,818.48,839.1,1008938,USD
2018-02-22,838.97,878.14,789.92,803.66,849816,USD
2018-02-23,803.56,882.61,787.95,856.65,868363,USD
2018-02-24,854.99,874.49,810.91,834.36,669622,USD
2018-02-25,834.1,849.36,818.46,840.88,507819,USD
2018-02-26,841.28,879.18,835.34,866.99,619749,USD
2018-02-27,867.06,894.78,861.4,871.44,569299,USD
2018-02-28,871.58,888.06,850.84,852.49,550740,USD
2018-03-01,852.44,879.53,848.41,870.04,514499,USD
2018-03-02,870.51,875.69,850.47,856.09,463749,USD
2018-03-03,855.46,868.51,853.45,855.91,407536,USD
2018-03-04,855.91,867.35,838.06,865.53,444489,USD
2018-03-05,865.53,870.27,850.24,850.24,466383,USD
2018-03-06,850.0,851.72,803.9,814.88,578556,USD
2018-03-07,814.56,824.83,724.98,749.98,945375,USD
2018-03-08,750.09,772.23,689.41,698.96,850152,USD
2018-03-09,698.91,728.83,644.46,725.89,1125506,USD
2018-03-10,725.7,746.13,678.46,682.52,673801,USD
2018-03-11,682.77,733.33,664.53,720.12,690936,USD
2018-03-12,720.12,739.25,678.27,697.04,664591,USD
2018-03-13,697.06,713.8,680.01,689.57,558732,USD
2018-03-14,689.67,702.53,587.1,612.09,990478,USD
2018-03-15,612.08,620.01,572.69,610.13,991886,USD
2018-03-16,610.36,625.34,585.84,600.79,695582,USD
2018-03-17,600.48,609.48,544.51,550.27,777538,USD
2018-03-18,549.96,559.19,454.9,536.72,2556919,USD
2018-03-19,536.72,558.33,516.31,556.16,1458896,USD
2018-03-20,555.75,566.63,517.02,557.08,1156173,USD
2018-03-21,557.09,589.83,545.87,560.24,1009206,USD
2018-03-22,559.9,577.63,517.81,539.87,887947,USD
2018-03-23,539.9,543.51,508.36,543.42,871890,USD
2018-03-24,543.15,545.15,520.05,520.45,554620,USD
2018-03-25,520.44,535.11,513.05,523.5,495851,USD
2018-03-26,523.46,526.22,467.46,485.98,1152762,USD
2018-03-27,485.97,491.77,446.7,448.48,1310053,USD
2018-03-28,448.73,465.09,440.84,446.84,918122,USD
2018-03-29,446.86,449.33,380.85,384.12,2010324,USD
2018-03-30,384.13,411.17,366.12,393.79,1955892,USD
2018-03-31,393.75,419.07,390.09,393.96,1210669,USD
2018-04-01,394.1,399.46,359.49,378.75,1237172,USD
2018-04-02,378.85,393.94,375.67,385.07,824810,USD
2018-04-03,385.02,418.78,380.89,415.55,1060683,USD
2018-04-04,415.58,416.38,371.35,378.68,1123929,USD
2018-04-05,378.62,386.91,367.21,381.52,903274,USD
2018-04-06,381.69,385.7,363.83,369.97,700801,USD
2018-04-07,369.97,394.66,369.41,384.87,600400,USD
2018-04-08,384.85,403.71,384.85,400.71,569262,USD
2018-04-09,400.67,430.85,388.05,399.05,1300032,USD
2018-04-10,399.04,417.84,391.81,415.45,709221,USD
2018-04-11,415.43,433.25,412.35,430.14,827170,USD
2018-04-12,430.13,498.13,414.07,494.03,1864756,USD
2018-04-13,494.25,528.71,482.19,493.48,1670974,USD
2018-04-14,494.36,514.14,486.89,502.52,924641,USD
2018-04-15,502.52,534.18,502.52,533.9,988290,USD
2018-04-16,533.89,537.32,498.87,511.82,1030957,USD
2018-04-17,511.75,520.86,501.73,503.19,826708,USD
2018-04-18,503.24,526.41,502.02,525.66,759148,USD
2018-04-19,525.74,570.15,522.15,567.49,1039792,USD
2018-04-20,567.7,620.58,558.27,617.04,1417294,USD
2018-04-21,617.1,623.86,574.73,605.59,1234794,USD
2018-04-22,605.58,643.58,591.78,622.23,1021434,USD
2018-04-23,622.01,648.58,619.81,644.13,859640,USD
2018-04-24,644.08,711.74,644.05,703.02,1479164,USD
2018-04-25,702.94,703.25,594.98,617.36,2724064,USD
2018-04-26,617.37,665.2,600.69,662.36,1374751,USD
2018-04-27,661.65,685.54,641.84,643.97,1061022,USD
2018-04-28,643.96,693.79,640.92,683.49,871553,USD
2018-04-29,683.49,700.05,669.15,689.9,856123,USD
2018-04-30,689.83,693.85,664.03,670.07,913860,USD
2018-05-01,670.12,674.36,630.33,671.26,1034860,USD
2018-05-02,671.31,690.97,664.29,688.15,873979,USD
2018-05-03,688.23,788.61,686.79,778.95,1554725,USD
2018-05-04,778.97,806.9,760.1,785.2,1237305,USD
2018-05-05,785.29,830.03,782.18,818.33,1002832,USD
2018-05-06,818.75,838.26,755.09,793.19,1159291,USD
2018-05-07,793.29,797.3,700.4,754.03,2120877,USD
2018-05-08,759.35,761.43,721.49,748.48,1144407,USD
2018-05-09,747.98,759.71,711.49,751.62,1073156,USD
2018-05-10,751.98,768.24,723.39,724.4,983144,USD
2018-05-11,724.36,736.58,665.81,676.21,1625025,USD
2018-05-12,676.97,689.83,635.23,683.94,1342243,USD
2018-05-13,684.77,739.67,669.2,729.37,1005658,USD
2018-05-14,729.41,741.52,687.16,727.06,1389572,USD
2018-05-15,727.06,738.71,696.63,705.73,1032010,USD
2018-05-16,705.73,710.49,667.51,706.53,978180,USD
2018-05-17,706.53,718.5,663.91,668.97,953693,USD
2018-05-18,668.98,694.24,658.25,693.28,906927,USD
2018-05-19,693.28,716.51,683.38,696.76,732312,USD
2018-05-20,696.73,722.92,688.7,716.02,702631,USD
2018-05-21,716.02,718.06,694.07,696.85,590693,USD
2018-05-22,696.84,698.48,639.2,642.17,928091,USD
2018-05-23,642.02,649.85,564.74,577.55,1775566,USD
2018-05-24,577.52,609.39,547.39,602.43,1558002,USD
2018-05-25,602.4,616.48,569.77,585.39,1076816,USD
2018-05-26,585.39,606.26,579.36,586.76,651248,USD
2018-05-27,586.63,591.48,558.44,570.69,892937,USD
2018-05-28,570.67,575.0,507.72,512.29,1497530,USD
2018-05-29,512.32,572.71,511.94,566.81,1381420,USD
2018-05-30,566.86,584.9,543.16,557.98,1055699,USD
2018-05-31,557.96,586.15,554.96,577.87,922244,USD
2018-06-01,577.87,589.55,565.69,579.3,861908,USD
2018-06-02,579.34,598.78,574.8,591.3,808421,USD
